,season,Opponent DRtg/A,shot_distance,left_side,middle,right_side,moving,playoffs,home,segababa,Dunk or Layup,shot_made_flag,total_seconds_remaining
220,5,108.52,0.0,0,1,0,0,0,1,1,1,1.0,1404
221,5,108.52,0.0,0,1,0,0,0,1,1,1,1.0,1339
222,5,108.52,84.0,0,1,0,0,0,1,1,0,0.0,1305
218,5,108.52,20.0,1,0,0,0,0,1,1,0,0.0,1803
253,5,107.34,0.0,0,1,0,0,0,1,0,1,1.0,806
247,5,107.34,0.0,0,1,0,1,0,1,0,1,1.0,1272
251,5,107.34,0.0,0,1,0,0,0,1,0,1,0.0,846
250,5,107.34,156.0,1,0,0,0,0,1,0,0,0.0,1040
249,5,107.34,0.0,0,1,0,0,0,1,0,1,0.0,1089
248,5,107.34,121.0,1,0,0,0,0,1,0,0,1.0,1111
246,5,107.34,0.0,0,1,0,1,0,1,0,1,1.0,1312
252,5,107.34,0.0,0,1,0,1,0,1,0,1,1.0,840
244,5,107.34,0.0,0,1,0,0,0,1,0,1,1.0,1654
236,5,107.34,223.0,0,1,0,0,0,1,0,0,0.0,2640
235,5,107.34,253.0,0,0,1,0,0,1,0,0,1.0,2765
237,5,107.34,324.0,0,1,0,0,0,1,0,0,0.0,2458
238,5,107.34,0.0,0,1,0,1,0,1,0,1,1.0,2316
245,5,107.34,111.0,0,1,0,0,0,1,0,0,1.0,1590
240,5,107.34,0.0,0,1,0,0,0,1,0,1,1.0,2288
241,5,107.34,84.0,1,0,0,0,0,1,0,0,1.0,2263
243,5,107.34,234.0,0,1,0,0,0,1,0,0,1.0,1996
242,5,107.34,0.0,0,1,0,0,0,1,0,1,1.0,2057
239,5,107.34,0.0,0,1,0,0,0,1,0,1,0.0,2300
273,5,104.01,263.0,0,0,1,1,0,1,0,0,1.0,324
272,5,104.01,297.0,0,0,1,0,0,1,0,0,1.0,450
271,5,104.01,61.0,0,1,0,0,0,1,0,0,1.0,576
270,5,104.01,66.0,1,0,0,1,0,1,0,0,0.0,590
269,5,104.01,13.0,1,0,0,0,0,1,0,0,1.0,698
268,5,104.01,147.0,0,1,0,0,0,1,0,0,1.0,741
265,5,104.01,0.0,0,1,0,0,0,1,0,1,1.0,1078
267,5,104.01,212.0,1,0,0,0,0,1,0,0,0.0,882
254,5,104.01,24.0,0,1,0,0,0,1,0,0,0.0,2793
257,5,104.01,0.0,0,1,0,0,0,1,0,1,1.0,2512
258,5,104.01,31.0,0,1,0,0,0,1,0,0,1.0,2396
255,5,104.01,103.0,0,0,1,1,0,1,0,0,1.0,2613
260,5,104.01,134.0,0,0,1,0,0,1,0,0,1.0,2224
261,5,104.01,56.0,0,1,0,0,0,1,0,0,0.0,1373
262,5,104.01,0.0,0,1,0,0,0,1,0,1,1.0,1305
264,5,104.01,286.0,0,0,1,0,0,1,0,0,0.0,1104
286,5,104.86,159.0,1,0,0,0,0,0,0,0,0.0,1160
291,5,104.86,190.0,1,0,0,0,0,0,0,0,1.0,667
290,5,104.86,0.0,0,1,0,1,0,0,0,1,0.0,774
289,5,104.86,77.0,0,1,0,0,0,0,0,1,1.0,855
288,5,104.86,45.0,1,0,0,0,0,0,0,0,0.0,942
287,5,104.86,126.0,0,1,0,0,0,0,0,0,1.0,1013
285,5,104.86,240.0,0,1,0,0,0,0,0,0,0.0,1404
283,5,104.86,0.0,0,1,0,0,0,0,0,1,1.0,1539
275,5,104.86,0.0,0,1,0,1,0,0,0,1,1.0,2594
274,5,104.86,110.0,0,1,0,1,0,0,0,0,0.0,2785
276,5,104.86,47.0,1,0,0,0,0,0,0,0,0.0,2537
277,5,104.86,362.0,0,0,1,0,0,0,0,0,1.0,2504
284,5,104.86,71.0,1,0,0,0,0,0,0,0,1.0,1476
279,5,104.86,64.0,0,1,0,0,0,0,0,0,1.0,1878
280,5,104.86,76.0,0,1,0,1,0,0,0,0,1.0,1835
282,5,104.86,0.0,0,1,0,1,0,0,0,1,1.0,1568
307,5,103.51,17.0,1,0,0,0,0,1,1,0,0.0,1018
315,5,103.51,384.0,0,0,1,0,0,1,1,0,1.0,606
314,5,103.51,202.0,0,1,0,0,0,1,1,0,0.0,632
313,5,103.51,301.0,1,0,0,0,0,1,1,0,0.0,720
312,5,103.51,0.0,0,1,0,1,0,1,1,1,0.0,795
311,5,103.51,259.0,0,0,1,1,0,1,1,0,1.0,859
310,5,103.51,94.0,0,0,1,0,0,1,1,0,0.0,897
309,5,103.51,84.0,0,1,0,0,0,1,1,0,0.0,918
308,5,103.51,0.0,0,1,0,1,0,1,1,1,1.0,963
305,5,103.51,103.0,0,1,0,0,0,1,1,0,0.0,1132
304,5,103.51,103.0,1,0,0,0,0,1,1,0,0.0,1162
293,5,103.51,209.0,1,0,0,0,0,1,1,0,1.0,2742
294,5,103.51,109.0,1,0,0,0,0,1,1,0,1.0,2460
306,5,103.51,54.0,0,1,0,0,0,1,1,0,0.0,1128
296,5,103.51,28.0,1,0,0,0,0,1,1,0,0.0,2108
297,5,103.51,35.0,1,0,0,0,0,1,1,0,0.0,1960
295,5,103.51,294.0,0,0,1,0,0,1,1,0,1.0,2370
301,5,103.51,169.0,1,0,0,0,0,1,1,0,0.0,1667
302,5,103.51,0.0,0,1,0,1,0,1,1,1,1.0,1614
303,5,103.51,0.0,0,1,0,0,0,1,1,1,1.0,1222
328,5,106.03,0.0,0,1,0,0,0,0,0,1,1.0,1297
332,5,106.03,0.0,0,1,0,1,0,0,0,1,1.0,808
331,5,106.03,117.0,0,1,0,0,0,0,0,0,1.0,945
330,5,106.03,0.0,0,1,0,0,0,0,0,1,1.0,1142
329,5,106.03,40.0,1,0,0,0,0,0,0,0,0.0,1266
320,5,106.03,48.0,0,1,0,1,0,0,0,0,1.0,2208
325,5,106.03,54.0,0,1,0,0,0,0,0,0,0.0,1554
324,5,106.03,54.0,0,1,0,0,0,0,0,0,0.0,1980
323,5,106.03,42.0,0,1,0,0,0,0,0,1,0.0,2148
322,5,106.03,616.0,0,0,1,0,0,0,0,0,0.0,2160
321,5,106.03,295.0,0,1,0,0,0,0,0,0,0.0,2184
317,5,106.03,143.0,0,0,1,0,0,0,0,0,1.0,2819
319,5,106.03,217.0,0,0,1,0,0,0,0,0,0.0,2590
318,5,106.03,137.0,0,0,1,0,0,0,0,0,0.0,2677
353,5,98.31,88.0,0,1,0,0,0,1,1,0,1.0,757
354,5,98.31,343.0,0,0,1,0,0,1,1,0,1.0,720
355,5,98.31,123.0,0,1,0,0,0,1,1,0,0.0,702
356,5,98.31,0.0,0,1,0,0,0,1,1,1,1.0,660
357,5,98.31,126.0,0,1,0,0,0,1,1,0,1.0,582
362,5,98.31,191.0,0,1,0,0,0,1,1,0,0.0,240
359,5,98.31,136.0,1,0,0,0,0,1,1,0,1.0,454
360,5,98.31,67.0,0,1,0,0,0,1,1,0,0.0,409
361,5,98.31,0.0,0,1,0,0,0,1,1,1,1.0,398
351,5,98.31,212.0,0,1,0,0,0,1,1,0,1.0,1001
363,5,98.31,296.0,0,0,1,0,0,1,1,0,1.0,51
358,5,98.31,1.0,0,1,0,0,0,1,1,0,1.0,547
350,5,98.31,0.0,0,1,0,1,0,1,1,1,1.0,1079
352,5,98.31,63.0,0,1,0,0,0,1,1,0,0.0,908
348,5,98.31,193.0,0,1,0,0,0,1,1,0,0.0,1270
333,5,98.31,339.0,0,0,1,0,0,1,1,0,0.0,2734
349,5,98.31,396.0,0,0,1,0,0,1,1,0,0.0,1107
336,5,98.31,78.0,0,1,0,0,0,1,1,0,0.0,2555
337,5,98.31,251.0,0,0,1,0,0,1,1,0,1.0,2490
338,5,98.31,107.0,0,1,0,0,0,1,1,0,0.0,2450
339,5,98.31,0.0,0,1,0,1,0,1,1,1,1.0,2404
340,5,98.31,126.0,0,1,0,0,0,1,1,0,0.0,2313
335,5,98.31,104.0,1,0,0,0,0,1,1,0,1.0,2608
342,5,98.31,0.0,0,1,0,1,0,1,1,1,0.0,2167
343,5,98.31,155.0,0,0,1,0,0,1,1,0,0.0,1720
344,5,98.31,43.0,1,0,0,1,0,1,1,0,1.0,1694
346,5,98.31,116.0,0,1,0,0,0,1,1,0,1.0,1415
341,5,98.31,68.0,1,0,0,0,0,1,1,0,0.0,2280
382,5,103.07,278.0,0,0,1,0,0,1,0,0,1.0,965
383,5,103.07,177.0,0,0,1,0,0,1,0,0,0.0,925
384,5,103.07,47.0,0,1,0,1,0,1,0,0,1.0,903
385,5,103.07,125.0,1,0,0,0,0,1,0,0,0.0,737
386,5,103.07,0.0,0,1,0,0,0,1,0,0,1.0,720
388,5,103.07,225.0,0,0,1,1,0,1,0,0,1.0,451
381,5,103.07,202.0,0,0,1,0,0,1,0,0,1.0,1032
387,5,103.07,0.0,0,1,0,1,0,1,0,1,1.0,515
380,5,103.07,383.0,0,0,1,0,0,1,0,0,0.0,1097
366,5,103.07,46.0,1,0,0,1,0,1,0,0,0.0,2711
378,5,103.07,142.0,0,1,0,0,0,1,0,0,0.0,1440
379,5,103.07,0.0,0,1,0,0,0,1,0,1,1.0,1352
367,5,103.07,43.0,0,1,0,1,0,1,0,0,1.0,2674
368,5,103.07,151.0,0,0,1,0,0,1,0,0,0.0,2566
369,5,103.07,133.0,1,0,0,0,0,1,0,0,1.0,2486
370,5,103.07,97.0,1,0,0,0,0,1,0,0,1.0,2249
365,5,103.07,67.0,0,1,0,0,0,1,0,0,1.0,2786
372,5,103.07,71.0,0,1,0,0,0,1,0,0,0.0,1973
373,5,103.07,235.0,1,0,0,0,0,1,0,0,0.0,1968
374,5,103.07,187.0,0,1,0,0,0,1,0,0,0.0,1758
375,5,103.07,312.0,0,0,1,0,0,1,0,0,1.0,1549
376,5,103.07,0.0,0,1,0,1,0,1,0,1,0.0,1510
377,5,103.07,78.0,0,1,0,0,0,1,0,0,1.0,1465
371,5,103.07,71.0,0,1,0,0,0,1,0,0,0.0,1977
410,5,100.17,138.0,1,0,0,1,0,1,0,0,1.0,1006
411,5,100.17,134.0,0,0,1,0,0,1,0,0,1.0,976
412,5,100.17,197.0,1,0,0,0,0,1,0,0,1.0,686
413,5,100.17,161.0,0,1,0,0,0,1,0,0,0.0,613
414,5,100.17,161.0,0,0,1,0,0,1,0,0,0.0,395
416,5,100.17,153.0,0,1,0,0,0,1,0,0,1.0,302
418,5,100.17,0.0,0,1,0,0,0,1,0,1,1.0,84
419,5,100.17,43.0,0,1,0,1,0,1,0,0,1.0,38
409,5,100.17,259.0,0,0,1,0,0,1,0,0,1.0,1116
415,5,100.17,0.0,0,1,0,0,0,1,0,1,1.0,364
408,5,100.17,0.0,0,1,0,0,0,1,0,1,0.0,1281
397,5,100.17,163.0,1,0,0,0,0,1,0,0,0.0,2160
406,5,100.17,276.0,0,0,1,0,0,1,0,0,0.0,1440
407,5,100.17,25.0,1,0,0,0,0,1,0,0,0.0,1287
394,5,100.17,52.0,1,0,0,1,0,1,0,0,1.0,2568
393,5,100.17,230.0,0,1,0,1,0,1,0,0,1.0,2607
395,5,100.17,28.0,1,0,0,0,0,1,0,0,0.0,2373
392,5,100.17,0.0,0,1,0,0,0,1,0,1,1.0,2757
398,5,100.17,200.0,0,1,0,0,0,1,0,0,0.0,2121
400,5,100.17,5.0,0,1,0,1,0,1,0,1,1.0,2006
401,5,100.17,34.0,1,0,0,0,0,1,0,0,1.0,1926
402,5,100.17,219.0,0,0,1,0,0,1,0,0,0.0,1788
403,5,100.17,0.0,0,1,0,1,0,1,0,1,1.0,1763
404,5,100.17,225.0,0,1,0,0,0,1,0,0,0.0,1660
405,5,100.17,45.0,0,1,0,0,0,1,0,0,0.0,1594
399,5,100.17,192.0,0,1,0,0,0,1,0,0,0.0,2081
445,5,107.34,204.0,0,0,1,0,0,0,1,0,0.0,222
440,5,107.34,43.0,1,0,0,0,0,0,1,0,1.0,931
441,5,107.34,227.0,0,1,0,0,0,0,1,0,0.0,874
442,5,107.34,227.0,0,0,1,0,0,0,1,0,1.0,749
443,5,107.34,77.0,0,1,0,1,0,0,1,0,1.0,455
444,5,107.34,235.0,0,0,1,0,0,0,1,0,0.0,355
446,5,107.34,151.0,0,1,0,0,0,0,1,0,1.0,129
453,5,107.34,97.0,1,0,0,0,0,0,1,0,1.0,-686
448,5,107.34,193.0,0,0,1,0,0,0,1,0,0.0,22
449,5,107.34,221.0,0,1,0,0,0,0,1,0,0.0,0
450,5,107.34,143.0,0,0,1,0,0,0,1,0,1.0,-574
451,5,107.34,0.0,0,1,0,0,0,0,1,1,1.0,-590
452,5,107.34,153.0,0,0,1,0,0,0,1,0,1.0,-642
454,5,107.34,414.0,0,0,1,0,0,0,1,0,0.0,-720
447,5,107.34,216.0,0,1,0,0,0,0,1,0,0.0,65
437,5,107.34,60.0,0,1,0,0,0,0,1,0,0.0,1228
436,5,107.34,235.0,1,0,0,0,0,0,1,0,1.0,1379
420,5,107.34,34.0,1,0,0,0,0,0,1,0,1.0,2861
421,5,107.34,58.0,1,0,0,0,0,0,1,0,0.0,2814
422,5,107.34,0.0,0,1,0,0,0,0,1,0,0.0,2607
424,5,107.34,147.0,0,0,1,0,0,0,1,0,0.0,2378
425,5,107.34,48.0,0,1,0,0,0,0,1,0,0.0,2350
426,5,107.34,144.0,1,0,0,0,0,0,1,0,1.0,2286
423,5,107.34,171.0,0,1,0,0,0,0,1,0,1.0,2437
429,5,107.34,0.0,0,1,0,0,0,0,1,1,1.0,1980
430,5,107.34,176.0,1,0,0,0,0,0,1,0,1.0,1917
431,5,107.34,159.0,1,0,0,0,0,0,1,0,0.0,1802
432,5,107.34,0.0,0,1,0,1,0,0,1,1,0.0,1514
434,5,107.34,39.0,0,1,0,0,0,0,1,1,0.0,1447
435,5,107.34,0.0,0,1,0,0,0,0,1,1,1.0,1420
428,5,107.34,92.0,0,1,0,0,0,0,1,0,0.0,2045
470,5,106.03,31.0,1,0,0,0,0,1,0,0,1.0,1232
472,5,106.03,150.0,0,1,0,0,0,1,0,0,1.0,1167
473,5,106.03,21.0,1,0,0,0,0,1,0,0,0.0,1096
474,5,106.03,71.0,1,0,0,0,0,1,0,0,0.0,1053
478,5,106.03,166.0,0,0,1,0,0,1,0,0,0.0,129
476,5,106.03,263.0,0,1,0,0,0,1,0,0,0.0,707
477,5,106.03,73.0,0,1,0,0,0,1,0,0,0.0,667
475,5,106.03,75.0,0,1,0,0,0,1,0,0,0.0,955
469,5,106.03,174.0,1,0,0,0,0,1,0,0,0.0,1366
467,5,106.03,132.0,0,1,0,0,0,1,0,0,0.0,1414
468,5,106.03,57.0,0,1,0,0,0,1,0,0,0.0,1382
456,5,106.03,29.0,0,1,0,0,0,1,0,0,1.0,2667
459,5,106.03,164.0,0,1,0,0,0,1,0,0,0.0,2345
460,5,106.03,100.0,0,1,0,0,0,1,0,0,1.0,2271
457,5,106.03,73.0,1,0,0,0,0,1,0,0,0.0,2599
462,5,106.03,188.0,1,0,0,0,0,1,0,0,0.0,2124
463,5,106.03,0.0,0,1,0,0,0,1,0,1,1.0,2009
464,5,106.03,0.0,0,1,0,0,0,1,0,1,1.0,1620
465,5,106.03,43.0,1,0,0,0,0,1,0,0,0.0,1590
466,5,106.03,0.0,0,1,0,1,0,1,0,1,1.0,1562
461,5,106.03,118.0,0,1,0,0,0,1,0,0,1.0,2171
494,5,102.69,257.0,0,1,0,0,0,1,0,0,0.0,1118
500,5,102.69,79.0,0,1,0,0,0,1,0,0,0.0,658
499,5,102.69,284.0,0,0,1,0,0,1,0,0,0.0,723
498,5,102.69,73.0,0,1,0,0,0,1,0,0,0.0,752
497,5,102.69,0.0,0,1,0,0,0,1,0,1,0.0,930
495,5,102.69,28.0,1,0,0,0,0,1,0,0,1.0,1096
492,5,102.69,35.0,1,0,0,0,0,1,0,0,1.0,1246
493,5,102.69,71.0,0,1,0,1,0,1,0,0,1.0,1182
491,5,102.69,341.0,0,0,1,0,0,1,0,0,1.0,1288
480,5,102.69,58.0,1,0,0,0,0,1,0,0,1.0,2802
481,5,102.69,290.0,0,0,1,0,0,1,0,0,0.0,2721
482,5,102.69,0.0,0,1,0,0,0,1,0,1,1.0,2716
484,5,102.69,12.0,1,0,0,0,0,1,0,0,1.0,2639
483,5,102.69,362.0,0,0,1,0,0,1,0,0,1.0,2672
486,5,102.69,0.0,0,1,0,0,0,1,0,1,1.0,2244
487,5,102.69,494.0,0,0,1,0,0,1,0,0,0.0,2160
488,5,102.69,61.0,0,1,0,1,0,1,0,0,1.0,2078
489,5,102.69,0.0,0,1,0,0,0,1,0,1,1.0,1649
485,5,102.69,210.0,0,0,1,0,0,1,0,0,0.0,2568
524,5,106.06,59.0,1,0,0,0,0,1,0,0,0.0,378
520,5,106.06,87.0,1,0,0,0,0,1,0,0,0.0,892
521,5,106.06,29.0,0,1,0,1,0,1,0,0,1.0,770
523,5,106.06,79.0,1,0,0,0,0,1,0,0,1.0,411
525,5,106.06,349.0,0,0,1,0,0,1,0,0,1.0,290
531,5,106.06,341.0,0,1,0,0,0,1,0,0,0.0,0
527,5,106.06,354.0,0,0,1,0,0,1,0,0,0.0,170
528,5,106.06,99.0,0,0,1,0,0,1,0,0,0.0,148
529,5,106.06,143.0,0,0,1,0,0,1,0,0,0.0,146
530,5,106.06,116.0,0,1,0,1,0,1,0,0,0.0,12
519,5,106.06,94.0,1,0,0,0,0,1,0,0,0.0,1167
526,5,106.06,75.0,1,0,0,0,0,1,0,0,0.0,243
518,5,106.06,17.0,1,0,0,0,0,1,0,0,0.0,1426
507,5,106.06,0.0,0,1,0,0,0,1,0,1,0.0,2417
516,5,106.06,351.0,0,0,1,0,0,1,0,0,1.0,1479
501,5,106.06,84.0,0,1,0,0,0,1,0,0,0.0,2810
502,5,106.06,0.0,0,1,0,1,0,1,0,1,0.0,2789
517,5,106.06,358.0,0,0,1,0,0,1,0,0,0.0,1462
504,5,106.06,0.0,0,1,0,0,0,1,0,1,1.0,2744
505,5,106.06,52.0,0,1,0,0,0,1,0,0,0.0,2711
506,5,106.06,0.0,0,1,0,0,0,1,0,1,0.0,2474
503,5,106.06,0.0,0,1,0,0,0,1,0,1,0.0,2784
511,5,106.06,0.0,0,1,0,0,0,1,0,1,1.0,1817
512,5,106.06,225.0,0,0,1,0,0,1,0,0,0.0,1753
513,5,106.06,0.0,0,1,0,0,0,1,0,1,1.0,1691
514,5,106.06,28.0,1,0,0,0,0,1,0,0,0.0,1664
515,5,106.06,280.0,0,1,0,0,0,1,0,0,0.0,1595
509,5,106.06,164.0,0,1,0,0,0,1,0,0,1.0,2276
547,5,102.21,50.0,0,1,0,1,0,0,1,0,0.0,755
548,5,102.21,320.0,0,0,1,0,0,0,1,0,0.0,699
549,5,102.21,67.0,1,0,0,0,0,0,1,0,0.0,362
550,5,102.21,187.0,1,0,0,0,0,0,1,0,1.0,272
552,5,102.21,53.0,0,1,0,1,0,0,1,0,1.0,79
553,5,102.21,0.0,0,1,0,1,0,0,1,1,1.0,63
555,5,102.21,0.0,0,1,0,1,0,0,1,1,1.0,39
556,5,102.21,294.0,0,1,0,0,0,0,1,0,0.0,30
551,5,102.21,171.0,1,0,0,0,0,0,1,0,0.0,234
546,5,102.21,123.0,1,0,0,0,0,0,1,0,0.0,1148
542,5,102.21,0.0,0,1,0,1,0,0,1,1,1.0,1537
544,5,102.21,63.0,0,1,0,1,0,0,1,0,0.0,1440
533,5,102.21,61.0,0,1,0,1,0,0,1,0,1.0,2392
535,5,102.21,0.0,0,1,0,0,0,0,1,1,0.0,2173
536,5,102.21,0.0,0,1,0,1,0,0,1,1,1.0,2162
534,5,102.21,118.0,0,1,0,1,0,0,1,0,1.0,2200
538,5,102.21,66.0,1,0,0,0,0,0,1,0,0.0,2064
539,5,102.21,77.0,1,0,0,0,0,0,1,0,1.0,1986
540,5,102.21,76.0,0,1,0,0,0,0,1,0,0.0,1916
541,5,102.21,56.0,1,0,0,0,0,0,1,0,1.0,1554
537,5,102.21,0.0,0,1,0,1,0,0,1,1,1.0,2098
569,5,105.72,0.0,0,1,0,0,0,1,0,1,1.0,1342
574,5,105.72,136.0,0,1,0,0,0,1,0,0,1.0,523
573,5,105.72,0.0,0,1,0,0,0,1,0,1,0.0,1042
571,5,105.72,56.0,1,0,0,0,0,1,0,0,0.0,1149
570,5,105.72,0.0,0,1,0,0,0,1,0,1,0.0,1208
567,5,105.72,52.0,1,0,0,0,0,1,0,0,0.0,1428
568,5,105.72,0.0,0,1,0,1,0,1,0,1,1.0,1423
565,5,105.72,116.0,1,0,0,0,0,1,0,0,1.0,1535
564,5,105.72,31.0,0,1,0,0,0,1,0,0,1.0,1636
563,5,105.72,113.0,0,1,0,0,0,1,0,0,0.0,2075
562,5,105.72,134.0,0,0,1,0,0,1,0,0,0.0,2099
561,5,105.72,242.0,0,0,1,0,0,1,0,0,0.0,2440
560,5,105.72,0.0,0,1,0,0,0,1,0,1,0.0,2523
558,5,105.72,0.0,0,1,0,1,0,1,0,1,1.0,2718
566,5,105.72,349.0,0,0,1,0,0,1,0,0,0.0,1501
592,5,104.83,269.0,0,0,1,0,0,0,0,0,0.0,708
593,5,104.83,159.0,0,1,0,0,0,0,0,0,1.0,635
594,5,104.83,114.0,1,0,0,0,0,0,0,0,0.0,564
597,5,104.83,295.0,0,0,1,0,0,0,0,0,1.0,293
601,5,104.83,259.0,0,1,0,0,0,0,0,0,0.0,0
599,5,104.83,125.0,1,0,0,0,0,0,0,0,0.0,184
602,5,104.83,74.0,1,0,0,0,0,0,0,0,0.0,-440
603,5,104.83,0.0,0,1,0,1,0,0,0,1,1.0,-604
598,5,104.83,216.0,1,0,0,0,0,0,0,0,0.0,208
591,5,104.83,71.0,0,1,0,0,0,0,0,0,1.0,841
581,5,104.83,26.0,1,0,0,0,0,0,0,0,1.0,2364
589,5,104.83,0.0,0,1,0,0,0,0,0,1,1.0,984
575,5,104.83,0.0,0,1,0,1,0,0,0,1,1.0,2789
577,5,104.83,0.0,0,1,0,1,0,0,0,1,1.0,2654
578,5,104.83,202.0,0,0,1,0,0,0,0,0,1.0,2535
579,5,104.83,187.0,0,0,1,0,0,0,0,0,1.0,2505
580,5,104.83,298.0,0,0,1,0,0,0,0,0,0.0,2444
576,5,104.83,152.0,0,0,1,0,0,0,0,0,0.0,2698
583,5,104.83,193.0,0,0,1,0,0,0,0,0,0.0,2232
584,5,104.83,17.0,1,0,0,0,0,0,0,0,0.0,2175
585,5,104.83,520.0,1,0,0,0,0,0,0,0,0.0,2160
586,5,104.83,0.0,0,1,0,1,0,0,0,1,1.0,1911
587,5,104.83,193.0,0,1,0,0,0,0,0,0,1.0,1757
588,5,104.83,356.0,0,0,1,0,0,0,0,0,0.0,1190
582,5,104.83,259.0,0,1,0,0,0,0,0,0,1.0,2265
620,5,99.81,180.0,0,0,1,0,0,0,0,0,0.0,1027
621,5,99.81,280.0,0,0,1,0,0,0,0,0,1.0,837
622,5,99.81,6.0,1,0,0,0,0,0,0,0,0.0,777
623,5,99.81,0.0,0,1,0,1,0,0,0,1,1.0,723
626,5,99.81,83.0,1,0,0,1,0,0,0,0,0.0,210
625,5,99.81,0.0,0,1,0,1,0,0,0,1,0.0,605
619,5,99.81,25.0,0,1,0,1,0,0,0,0,1.0,1209
624,5,99.81,205.0,1,0,0,0,0,0,0,0,0.0,673
618,5,99.81,208.0,0,1,0,0,0,0,0,0,1.0,1235
605,5,99.81,128.0,0,0,1,0,0,0,0,0,0.0,2626
606,5,99.81,242.0,0,0,1,0,0,0,0,0,0.0,2578
607,5,99.81,56.0,0,1,0,0,0,0,0,0,1.0,2511
608,5,99.81,0.0,0,1,0,0,0,0,0,1,1.0,2291
609,5,99.81,54.0,0,1,0,0,0,0,0,0,1.0,2160
617,5,99.81,0.0,0,1,0,1,0,0,0,1,0.0,1346
611,5,99.81,20.0,1,0,0,0,0,0,0,0,0.0,1991
610,5,99.81,189.0,0,1,0,0,0,0,0,0,0.0,2114
615,5,99.81,23.0,0,1,0,1,0,0,0,0,0.0,1444
614,5,99.81,130.0,1,0,0,0,0,0,0,0,1.0,1792
612,5,99.81,9.0,0,1,0,1,0,0,0,0,1.0,1968
613,5,99.81,40.0,1,0,0,0,0,0,0,0,0.0,1919
629,5,104.71,261.0,0,1,0,0,0,0,0,0,1.0,2754
652,5,104.71,158.0,0,1,0,0,0,0,0,0,1.0,27
651,5,104.71,43.0,1,0,0,0,0,0,0,0,1.0,95
649,5,104.71,0.0,0,1,0,0,0,0,0,1,1.0,453
647,5,104.71,43.0,0,1,0,1,0,0,0,0,1.0,632
628,5,104.71,297.0,0,0,1,0,0,0,0,0,1.0,2810
643,5,104.71,106.0,1,0,0,0,0,0,0,0,0.0,1266
646,5,104.71,0.0,0,1,0,0,0,0,0,1,1.0,917
641,5,104.71,0.0,0,1,0,0,0,0,0,1,1.0,1335
630,5,104.71,0.0,0,1,0,0,0,0,0,1,1.0,2633
631,5,104.71,128.0,0,1,0,0,0,0,0,0,1.0,2555
642,5,104.71,126.0,0,0,1,1,0,0,0,0,1.0,1307
634,5,104.71,0.0,0,1,0,0,0,0,0,1,1.0,2260
635,5,104.71,0.0,0,1,0,0,0,0,0,1,1.0,2103
632,5,104.71,105.0,1,0,0,0,0,0,0,0,1.0,2510
637,5,104.71,0.0,0,1,0,0,0,0,0,1,1.0,1821
638,5,104.71,11.0,0,1,0,0,0,0,0,0,0.0,1790
639,5,104.71,183.0,0,0,1,0,0,0,0,0,1.0,1727
640,5,104.71,98.0,1,0,0,0,0,0,0,0,0.0,1646
636,5,104.71,102.0,0,1,0,0,0,0,0,0,1.0,2053
644,5,104.71,252.0,0,1,0,0,0,0,0,0,0.0,1101
666,5,103.07,161.0,0,1,0,0,0,0,1,0,0.0,1517
673,5,103.07,253.0,0,0,1,0,0,0,1,0,1.0,71
672,5,103.07,189.0,1,0,0,0,0,0,1,0,0.0,176
671,5,103.07,151.0,0,0,1,0,0,0,1,0,0.0,297
670,5,103.07,307.0,0,0,1,0,0,0,1,0,1.0,642
667,5,103.07,206.0,0,0,1,0,0,0,1,0,0.0,1398
654,5,103.07,235.0,0,0,1,0,0,0,1,0,1.0,2859
664,5,103.07,91.0,1,0,0,0,0,0,1,0,1.0,1614
665,5,103.07,287.0,0,1,0,0,0,0,1,0,1.0,1543
657,5,103.07,24.0,1,0,0,0,0,0,1,0,0.0,2607
658,5,103.07,181.0,0,0,1,0,0,0,1,0,1.0,2436
660,5,103.07,0.0,0,1,0,0,0,0,1,1,1.0,2170
661,5,103.07,0.0,0,1,0,0,0,0,1,1,1.0,1990
662,5,103.07,217.0,1,0,0,0,0,0,1,0,1.0,1970
663,5,103.07,265.0,0,0,1,0,0,0,1,0,0.0,1638
659,5,103.07,0.0,0,1,0,0,0,0,1,0,1.0,2205
686,5,102.21,383.0,0,0,1,0,0,1,0,0,0.0,1067
691,5,102.21,1.0,0,1,0,0,0,1,0,0,0.0,206
689,5,102.21,88.0,1,0,0,0,0,1,0,0,0.0,720
688,5,102.21,75.0,1,0,0,0,0,1,0,0,0.0,796
687,5,102.21,31.0,1,0,0,0,0,1,0,0,0.0,997
685,5,102.21,75.0,0,1,0,1,0,1,0,0,1.0,1103
690,5,102.21,43.0,1,0,0,0,0,1,0,0,1.0,641
683,5,102.21,132.0,0,1,0,0,0,1,0,0,1.0,1299
684,5,102.21,66.0,1,0,0,0,0,1,0,0,0.0,1250
674,5,102.21,64.0,1,0,0,0,0,1,0,0,1.0,2802
676,5,102.21,54.0,1,0,0,0,0,1,0,0,1.0,2329
677,5,102.21,355.0,0,0,1,0,0,1,0,0,0.0,2257
678,5,102.21,65.0,0,1,0,0,0,1,0,0,0.0,2185
675,5,102.21,84.0,1,0,0,0,0,1,0,0,0.0,2690
679,5,102.21,0.0,0,1,0,1,0,1,0,1,1.0,2170
680,5,102.21,10.0,1,0,0,0,0,1,0,0,1.0,2114
